,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
4703,save load pocketpaint format,soulless ads,different,0,different
4704,save load pocketpaint format,soulless ads,different,0,different
4705,hide unhide layer,soulless ads,different,0,different
4706,share feature,soulless ads,different,0,different
4707,feedback menu entry overflow menu,soulless ads,different,0,different
4708,spray tool,soulless ads,different,0,different
4709,insert image catrobat media gallery,soulless ads,different,0,different
4710,auto crop icon,soulless ads,different,0,different
4711,hint change default settings tools,soulless ads,different,0,different
4712,checkmark confirm tool applications,soulless ads,different,0,different
4713,copy paste symbols stamp tool selection application,soulless ads,different,0,different
4714,save dialog,soulless ads,different,0,different
4715,better compression research implementation,soulless ads,different,0,different
4716,export,soulless ads,different,0,different
4717,confirm tool application selecting tool,soulless ads,different,0,different
4718,center button transform tool,soulless ads,different,0,different
4719,fastlane support huawei store,soulless ads,different,0,different
4720,github crowdin integration,soulless ads,different,0,different
4721,build paintroid pull requests catroid develop jenkins,soulless ads,different,0,different
4722,reuse drawingsurface pipette activity,soulless ads,different,0,different
4723,image file size editing,soulless ads,different,0,different
4724,upload mapping jenkins release builds,soulless ads,different,0,different
4725,correct user intended position tools,soulless ads,different,0,different
4726,dynamic color scheme,soulless ads,different,0,different
4727,close transform tool options clicking apply,specify canvas size,different,0,different
4728,save temporary copies automatically,specify canvas size,different,0,different
4729,paste tool,specify canvas size,different,0,different
4730,save load pocketpaint format,specify canvas size,different,0,different
4731,save load pocketpaint format,specify canvas size,different,0,different
4732,hide unhide layer,specify canvas size,different,0,different
4733,share feature,specify canvas size,different,0,different
4734,feedback menu entry overflow menu,specify canvas size,different,0,different
4735,spray tool,specify canvas size,different,0,different
4736,insert image catrobat media gallery,specify canvas size,different,0,different
4737,auto crop icon,specify canvas size,different,0,different
4738,hint change default settings tools,specify canvas size,different,0,different
4739,checkmark confirm tool applications,specify canvas size,different,0,different
